"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"ships.module.name.int_fsdinterdictor_size3_class2","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size4_class2","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size1_class3","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size2_class3","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size3_class3","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size4_class3","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size1_class4","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size2_class4","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size3_class4","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size4_class4","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size1_class5","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size2_class5","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size3_class5","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.int_fsdinterdictor_size4_class5","Frame Shift Drive Interdictor","","","Interdictor de MDD","Intercepteur de réacteur FSD","Interditor do Motor de Distorção de Fase","Перехватчик FSD","",""
"ships.module.name.hpt_dumbfiremissilerack_fixed_small","Missile Rack","","","Lanzamisiles","Batterie de missiles","Estante de Mísseis","Блок ракет","",""
"ships.module.name.hpt_dumbfiremissilerack_fixed_medium","Missile Rack","","","Lanzamisiles","Batterie de missiles","Estante de Mísseis","Блок ракет","",""
"ships.module.name.int_fueltank_size1_class3_free","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
"ships.module.name.int_repairer_size1_class1","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size2_class1","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size3_class1","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size4_class1","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size5_class1","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size6_class1","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size7_class1","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size8_class1","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size1_class2","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size2_class2","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size3_class2","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size4_class2","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size5_class2","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size6_class2","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size7_class2","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size8_class2","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size1_class3","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size2_class3","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size3_class3","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size4_class3","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size5_class3","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size6_class3","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size7_class3","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size8_class3","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size1_class4","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size2_class4","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size3_class4","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size4_class4","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size5_class4","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size6_class4","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size7_class4","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size8_class4","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size1_class5","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size2_class5","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size3_class5","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size4_class5","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size5_class5","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size6_class5","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size7_class5","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.int_repairer_size8_class5","Auto Field-Maintenance Unit","","","Unidad de Automantenimiento","Unité Maintenance Terrain Auto","Unidade de Manutenção","Блок автоматического полевого ремонта","",""
"ships.module.name.hpt_shieldbooster_size0_class1","Shield Booster","","","Potenciador de Escudos","Survolteur de bouclier","Potencializador de Escudo","Усилитель щита","",""
"ships.module.name.hpt_shieldbooster_size0_class2","Shield Booster","","","Potenciador de Escudos","Survolteur de bouclier","Potencializador de Escudo","Усилитель щита","",""
"ships.module.name.hpt_shieldbooster_size0_class3","Shield Booster","","","Potenciador de Escudos","Survolteur de bouclier","Potencializador de Escudo","Усилитель щита","",""
"ships.module.name.hpt_shieldbooster_size0_class4","Shield Booster","","","Potenciador de Escudos","Survolteur de bouclier","Potencializador de Escudo","Усилитель щита","",""
"ships.module.name.hpt_shieldbooster_size0_class5","Shield Booster","","","Potenciador de Escudos","Survolteur de bouclier","Potencializador de Escudo","Усилитель щита","",""
"ships.module.name.int_hullreinforcement_size1_class1","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size1_class2","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size2_class1","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size2_class2","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size3_class1","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size3_class2","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size4_class1","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size4_class2","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size5_class1","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.int_hullreinforcement_size5_class2","Hull Reinforcement Package","","","Paquete de Refuerzo Estructural","Module de renforcement de coque","Pacote de Reforço de Casco","Набор для усиления корпуса","",""
"ships.module.name.hpt_cannon_gimbal_large","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.diamondback_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.diamondback_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.diamondback_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.diamondback_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.diamondback_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.empire_courier_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.empire_courier_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.empire_courier_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.empire_courier_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.empire_courier_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.int_dronecontrol_collection_size1_class1","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size1_class2","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size1_class3","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size1_class4","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size1_class5","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size3_class1","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size3_class2","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size3_class3","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size3_class4","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size3_class5","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size5_class1","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size5_class2","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size5_class3","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size5_class4","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size5_class5","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size7_class1","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size7_class2","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size7_class3","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size7_class4","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_collection_size7_class5","Collector Limpet Controller","","","Lanzador Dron Colector","Contrôleur de drones collecteurs","Controlador de Drone Coletor","Контроллер дрона-сборщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size1_class1","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size1_class2","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size1_class3","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size1_class4","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size1_class5","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size3_class1","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size3_class2","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size3_class3","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size3_class4","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size3_class5","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size5_class1","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size5_class2","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size5_class3","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size5_class4","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size5_class5","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size7_class1","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size7_class2","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size7_class3","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size7_class4","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_fueltransfer_size7_class5","Fuel Transfer Limpet Controller","","","Lanzador Dron Combustible","","Controlador de Drone de Combustível","Контроллер дрона-заправщика","",""
"ships.module.name.int_dronecontrol_prospector_size1_class1","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de drones prospecteurs","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size1_class2","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de drones prospecteurs","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size1_class3","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de drones prospecteurs","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size1_class4","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de drones prospecteurs","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size1_class5","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de drones prospecteurs","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size3_class1","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de drones prospecteurs","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size3_class2","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de drones prospecteurs","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size3_class3","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de drones prospecteurs","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size3_class4","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de moquette du prospecteur","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size3_class5","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de moquette du prospecteur","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size5_class1","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de moquette du prospecteur","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size5_class2","Prospector Limpet Controller","","","Lanzador Dron Prospector","Contrôleur de moquette du prospecteur","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size5_class3","Prospector Limpet Controller","","","Lanzador Dron Prospector","","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size5_class4","Prospector Limpet Controller","","","Lanzador Dron Prospector","","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size5_class5","Prospector Limpet Controller","","","Lanzador Dron Prospector","","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size7_class1","Prospector Limpet Controller","","","Lanzador Dron Prospector","","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size7_class2","Prospector Limpet Controller","","","Lanzador Dron Prospector","","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size7_class3","Prospector Limpet Controller","","","Lanzador Dron Prospector","","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size7_class4","Prospector Limpet Controller","","","Lanzador Dron Prospector","","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.int_dronecontrol_prospector_size7_class5","Prospector Limpet Controller","","","Lanzador Dron Prospector","","Controlador de Drone Prospector","Контроллер дрона-геологоразведчика","",""
"ships.module.name.hpt_slugshot_gimbal_large","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.hpt_slugshot_turret_large","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.int_shieldgenerator_size1_class5_strong","Prismatic Shield Generator","","","Generador de Escudos Prismáticos","Générateur de bouclier prismatique","Gerador de Escudo Prismático","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size2_class5_strong","Prismatic Shield Generator","","","Generador de Escudos Prismáticos","Générateur de bouclier prismatique","Gerador de Escudo Prismático","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size3_class5_strong","Prismatic Shield Generator","","","Generador de Escudos Prismáticos","Générateur de bouclier prismatique","Gerador de Escudo Prismático","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size4_class5_strong","Prismatic Shield Generator","","","Generador de Escudos Prismáticos","Générateur de bouclier prismatique","Gerador de Escudo Prismático","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size5_class5_strong","Prismatic Shield Generator","","","Generador de Escudos Prismáticos","Générateur de bouclier prismatique","Gerador de Escudo Prismático","Щитогенератор","",""
