system,body,distance,material,x,y,z
Graea Hypue DE-E c13-18,F 3,23945.00526,technetium,-1224.375,-686.5625,13591.1875
Shrogaae UU-A c73,C 2,29892.13413,technetium,4914.15625,161.3125,20708.40625
Graea Hypue KA-B b31-20,C 1,88.922698,technetium,-1219.875,-540.09375,13687.15625
Wregoe KJ-L b49-5,B 2,1986.255782,technetium,740.3125,74.5625,-4.65625
Graea Hypue YW-O c8-89,2,36.901497,technetium,-845.9375,-267.65625,13400.4375
Synuefe ML-N c23-30,C 3,304225.6347,technetium,844.8125,-111.09375,-59.4375
NGC 3532 Sector UZ-O b6-3,B 2,6063.137108,technetium,1379.71875,-47.625,443.15625
Col 173 Sector LQ-W b18-4,D 3,64292.46706,technetium,1223.34375,-80.28125,-285.8125
Col 132 Sector DH-L d8-33,C 3,424515.4338,technetium,1325.1875,-176.3125,-423.125
Col 132 Sector UT-O b23-2,A 2,61.914383,technetium,1284.75,68.59375,-612.71875
Swoilz SQ-N b11-0,B 1,108.460214,technetium,1178.03125,-383.375,460.8125
Col 173 Sector MW-O b21-3,C 1,653.694951,technetium,998.21875,-341.0625,-241.90625
Flyua Dryoae PN-U a112-0,A 1,6.645215,technetium,1705.78125,-34.34375,137.6875
Col 173 Sector WF-M d8-12,1,212.215991,technetium,1500.8125,138.59375,-21.8125
Praea Euq TF-A c26,5,87.022448,technetium,792.9375,31.53125,218.75
Pencil Sector AQ-O b6-8,C 3,1087.676673,technetium,865.8125,-0.5625,12.5
HIP 41415,3,284.231975,technetium,438.8125,56.90625,-175.8125
Synuefe GJ-G b44-9,1,7.252461,technetium,747.84375,-109.28125,-121.65625
Pencil Sector BM-L b8-8,C 5,122104.3476,technetium,799.84375,47.28125,43.0625
Swoilz FQ-C b5-8,B 1,79.605134,technetium,1010.5,-94.59375,321.3125
Graea Hypue FY-G b27-1,B 1,116.972938,technetium,-1239.09375,-658.34375,13611.1875
Col 132 Sector LF-T c18-9,B 3,56889.11564,technetium,1268.21875,-113.1875,-336.71875
Col 173 Sector RU-O d6-28,A 5,216.701537,technetium,940.40625,-189.5,-146.28125
Blae Eork OW-C c29-0,D 2,234128.5108,technetium,8661.59375,-144.53125,2770.84375
Graea Hypue UK-V d3-654,5,1595.725092,technetium,-985.21875,-197.46875,13357.375
Pro Eurl XK-V b3-0,B 3,307.017443,technetium,1370.40625,251.34375,302.75
Col 173 Sector FG-M b21-0,C 4,3656.130033,technetium,1340.25,-620.5625,-239.25
Col 173 Sector HN-R d5-28,2,193.866919,technetium,1226.78125,144.9375,-196.125
Col 132 Sector MA-N b24-1,5,19046.09,technetium,1563.25,55.625,-603.90625
Col 173 Sector DY-G b40-4,C 1,68780.62794,technetium,1062.34375,-198.34375,170.84375
Graea Hypue YA-V d3-15,6,2082.242525,technetium,-957.4375,-379.59375,13340.53125
Col 173 Sector HC-T d4-3,3,50.91011,technetium,1378.5,125.59375,-284.1875
Graea Hypue PD-Z d1-748,A 1,131.777431,technetium,-586.03125,-170.5625,13242.03125
Pencil Sector AF-Z b12,1,9.787028,technetium,819.65625,4.53125,-122.0625
Col 173 Sector GR-Y a48-1,A 2,7.821378,technetium,1163.15625,-44.28125,-177.46875
Eorl Auwsy SY-Z d13-2301,A 1,139.601576,technetium,4949.46875,140.5,20664.75
Graea Hypue BB-V d3-386,A 3,1028.290655,technetium,-769.3125,-380.46875,13338.6875
Wregoe XZ-B b54-3,1,7.773931,technetium,999.96875,10.34375,105.5625
Synuefe RT-H c26-8,6,119.246064,technetium,402.96875,-211.65625,66.375
Wregoe GI-H c24-10,A 3,77.058618,technetium,662.3125,233.875,-1.96875
Wregoe YZ-F d11-20,1,99.565569,technetium,1121.21875,465.875,-78.9375
IC 2391 Sector BQ-Y c20,B 5,563.857392,technetium,520.875,-80.1875,-61.09375
Swoilz IG-B a13-2,B 1,1377.818104,technetium,743.8125,-27.34375,347.40625
Plio Eurl PR-A b56-0,B 1,32722.67915,technetium,1411.5625,249.40625,144.9375
IC 2391 Sector GM-V b2-3,B 3,244.716346,technetium,509.4375,-86.75,-37.59375
Col 173 Sector AV-P d5-17,B 1,167.700776,technetium,1358.09375,-526.40625,-236.625
Synuefe JX-R d5-34,A 3,62.845663,technetium,849.78125,-239.40625,-559.15625
Graea Hypue CJ-F b16-10,3,27.249187,technetium,-704.5625,-324.875,13369.5625
Swoilz FO-I b1-0,A 1,7.990569,technetium,1078.09375,-206.875,250.90625
Synuefe UW-B b46-6,D 1,6365.074944,technetium,664.15625,-210.9375,-71.40625
HIP 33918,4,482.915241,technetium,450.4375,-39.59375,-415.71875
Col 173 Sector MY-G c11-4,D 1,64562.70564,technetium,1328.25,-250,-205.90625
Col 173 Sector VP-N d7-87,5 a,6808.895657,technetium,1423.84375,-12.9375,-36.5625
NGC 2451A Sector CQ-Y d54,5,250.660582,technetium,752.9375,-83.40625,-302.75
Wregoe FU-Z b55-3,1,48.460272,technetium,764.96875,151.875,138.15625
Wregoe XB-Z b41-8,B 5,831.007021,technetium,522.34375,18.34375,-155.5
IC 2602 Sector BG-X c1-17,4,64.748207,technetium,409.09375,-35,101.875
Pencil Sector AF-A c19,4 a,63.877199,technetium,782.03125,-35.03125,-119.0625
Eorl Auwsy XL-V b58-4,C 4 a,47144.31804,technetium,4925.71875,238.40625,20681.8125
Col 173 Sector HK-J a43-0,1,5.062699,technetium,906.15625,-27.8125,-240.1875
Graea Hypue XK-O d6-123,1,328.979837,technetium,-1025.15625,-974.9375,13579.71875
Eorl Auwsy SY-Z d13-2116,AB 3,251.099751,technetium,4923.34375,212.4375,20625.09375
Shrogaae LK-A d2716,4,231.854683,technetium,5012.8125,138.0625,20716.5625
Graea Hypue PU-N d7-392,3,124.546159,technetium,-1047.09375,-476.03125,13690.5625
Prua Dryoae NO-Y d1-21,A 6,1304.386201,technetium,1327.15625,-380.125,442.21875
Clookeou XO-P b48-0,B 3,1350.198596,technetium,-720.59375,-961.9375,12776.375
Swoilz YG-Z b6-9,C 1,26134.97399,technetium,739.9375,-72.0625,365.09375
Swoilz EX-W c4-31,1,12.321277,technetium,683.46875,-99.25,439.59375
Col 132 Sector FT-W c16-12,5,74.871211,technetium,1357.09375,-123.84375,-400.53125
Wregoe UK-Y b14-2,A 1,9.668405,technetium,738.25,37.03125,-744.15625
Col 173 Sector TZ-H b26-3,C 3,4664.304313,technetium,1661.21875,-125.78125,-132.59375
Wregoe OX-H b53-0,A 2,50.790273,technetium,739.84375,436.40625,81.71875
Wregoe VF-G b24-2,B 2,208.048256,technetium,893.96875,-17.4375,-538.90625
Plio Eurl PP-O b35-1,1,14.844817,technetium,1318.78125,369.9375,-298.59375
Col 132 Sector KX-U e2-2,8 a,5252.417487,technetium,1046.8125,-429.34375,-633.3125
Synuefe DT-F d12-63,B 4 a,2054.900459,technetium,401.65625,-122.0625,50.03125
Col 173 Sector QY-I b25-1,A 3 a,34.348177,technetium,996.9375,-212.25,-157.40625
Vela Dark Region RY-R b4-7,A 2 a,33.366901,technetium,977.90625,-126.21875,-57.65625
Graea Hypue ZZ-P d5-115,1 a,1271.726334,technetium,-784.46875,-1064.65625,13547.1875
Graea Hypue JN-R d5-128,3 a,709.531433,technetium,-724.96875,-355.875,13534.625
Col 173 Sector YC-G c12-18,B 2 a,1194.499759,technetium,987.40625,-63.875,-178.65625
Graea Hypue HT-P d6-36,A 1 a,1962.514552,technetium,-1222.0625,-387.625,13604.40625
HIP 32716,7 a,1319.709495,technetium,577.40625,-165,-299.59375
HIP 35245,2 d,1235.274805,technetium,551.65625,-84.25,-286.375
Clookeou HE-E d13-378,D 2 a,61264.17321,technetium,-783.40625,-93.125,12876.75
Swoilz ZJ-D c1-11,5 b,2872.018639,technetium,863.71875,-223.59375,274.75
Graea Hypue AL-X d1-10,1 a,1405.358257,technetium,-1126.5,-874.28125,13243.65625
Graea Hypue ZU-Y e2,2 a,1770.390717,technetium,-1156.1875,-742.09375,13237.15625
Eorl Auwsy QD-A d14-146,2 a,1566.703213,technetium,4952.40625,217.78125,20681.15625
HIP 37313,6 a,2175.933298,technetium,419.8125,22.625,-297.90625
Synuefe CN-H d11-83,4 a,1636.005452,technetium,621.8125,-145.0625,-67.875
HIP 48959,A 15 a,2154.344636,technetium,888.125,269.53125,-45.4375
Graea Hypue LS-S d4-145,A 6 f,1067.301575,technetium,-724.3125,-588.3125,13419.625
Eorl Auwsy SY-Z d13-3769,1 a,1583.257399,technetium,4926.03125,183.15625,20681.65625
Nuekau SD-F c13-7,ABC 8 a,2279.638718,technetium,-1492.03125,-501.03125,13603.96875
Nuekau VH-V d2-23,2 b,1936.421095,technetium,-1379.03125,-1057.5,13280.5
Synuefe VL-C b46-7,2 a,35.130797,technetium,799.6875,-149.46875,-72.625
NGC 2451A Sector WE-Q b5-6,A 2 a,21.952654,technetium,772.5625,-123.75,-240.125
Wregoe BN-H c24-8,B 6 a,286661.5015,technetium,555.375,269.75,-15.9375
Col 132 Sector KH-T b33-4,AB 2 a,41.911097,technetium,1326.90625,-158.78125,-402.40625
Synuefe UU-B c15-1,B 1 a,67586.87107,technetium,895,-460.78125,-423.53125
Col 132 Sector RX-Z b30-4,A 3 a,44.621213,technetium,1459.75,-9.9375,-452.5
Synuefe VE-D b46-0,A 2 a,32.254301,technetium,435.96875,-80.9375,-80.0625
Clookeou NS-J c25-73,C 4 a,26137.09331,technetium,-797.65625,-184.46875,12825.96875
Pro Eurl YG-L b8-1,C 2 a,946.274707,technetium,1232.625,99.71875,414.90625
Col 132 Sector PY-R d4-32,A 1 a,1047.952273,technetium,1135.6875,-330.5,-743.84375
Synuefe GJ-T c19-2,A 3 a,41.103418,technetium,753.34375,-348.4375,-190.875
Synuefe ZB-P c21-4,4 a,81.76526,technetium,876.5625,-520.1875,-108.65625
Synuefe TO-X d2-26,9 b a,4087.318431,technetium,819.75,-91.28125,-772.46875
Col 173 Sector RP-L c9-17,B 3 a,2756.377275,technetium,1278.875,11.125,-279.0625
Praea Euq XS-U d2-125,2 a,740.809827,technetium,881.875,9.53125,457.65625
Blaa Hypai OZ-O d6-10,2 a,3709.968948,technetium,1269.6875,-726.125,12334.8125
Graea Hypue LL-X d1-38,2 b,980.757834,technetium,-239.25,-860.0625,13186.3125
HIP 46608,AB 3 a,4547.603742,technetium,436.84375,193,-143.625
Graea Hypue DG-X d1-36,1 a,1285.983314,technetium,-1062.09375,-909.9375,13197.375
Puekee SM-W d1-103,7 b,2838.731647,technetium,-493.65625,8.78125,13235.46875
Synuefe FN-H d11-80,AB 2 a,3487.794741,technetium,817.65625,-121.5625,-103.8125
Wregoe LH-M d7-51,ABC 4 a,1337.691896,technetium,693.59375,186.875,-395.25
HIP 34275,A 12 d,2886.221426,technetium,853.625,-214.6875,-329.78125
Praea Euq GO-B c4,C 3 a,1956.660762,technetium,846.875,315.84375,224.96875
Synuefe HY-F d12-15,3 a,1329.798941,technetium,880.8125,-34.4375,25.9375
Wregoe FV-P d5-38,AB 3 a,1690.856939,technetium,832.09375,177.59375,-527.875
Graea Hypue GC-U d3-11,2 c,971.915859,technetium,-1175.53125,-807.71875,13377.28125
HIP 36674,5 a,4315.364069,technetium,595.375,-213,53.125
Praea Euq YL-Y c9,12 a,2297.896643,technetium,830.25,34.375,291.96875
Graea Hypue DC-T d4-84,4 a,1244.473015,technetium,-1059.375,-438,13482.59375
Synuefe YY-Q c21-19,4 a,979.710161,technetium,589.15625,-144.5,-107.84375
Graea Hypue GA-Y d1-6,1 b,819.439909,technetium,-213.875,-651.375,13195.90625
Wregoe CU-R d4-8,ABCDE 1 a,3200.375436,technetium,1065.0625,217.3125,-643.6875
Swoilz XU-V d3-52,3 a,1065.40301,technetium,826.28125,-90.75,547.625
Col 173 Sector RD-A c14-4,1 c,111.400335,technetium,1433.75,-561.59375,-82.1875
Puekee JG-Y e207,A 9 e,2367.40711,technetium,-490.75,4.28125,13251.625
Swoilz ZE-X d2-72,10 a,2285.459502,technetium,1047.9375,-193.625,530.4375
Graea Hypue NN-A d1-394,C 3 d,96655.15985,technetium,-762.5,-288.75,13141.875
Prai Hypoo QC-C d34,3 a,1091.060634,technetium,-9307.21875,-375.125,7942.59375
Graea Hypue TW-T c4-10,5 b,3714.029072,technetium,-260.3125,-733.65625,13232
Col 132 Sector YL-L d8-75,2 d,1054.722943,technetium,1117.65625,-47.40625,-414.9375
Col 132 Sector HS-K d8-34,C 2 a,118091.1932,technetium,1200.53125,-406.21875,-404.0625
Graea Hypue AA-Q d5-24,1 a,1909.037297,technetium,-684.03125,-1002.5,13552.96875
Col 173 Sector TJ-P d6-0,7 b,2255.64091,technetium,1548.375,-24.9375,-173.15625
Col 173 Sector OZ-O d6-49,B 3 a,4198.23896,technetium,856.4375,-127.65625,-122.15625
Wregoe LO-F b26-1,A 2 a,33.883608,technetium,1134.8125,290.34375,-503.84375
Synuefe JG-C b46-2,A 5 a,36.39019,technetium,517.625,-180.0625,-80.8125
Synuefe EW-Y a27-0,A 2 a,8.205573,technetium,815.71875,-42.65625,-774.9375
HIP 35638,A 3 a,889.300259,technetium,651.90625,-118.125,-261.125
Vela Dark Region TD-S b4-5,B 2 a,52648.88809,technetium,1071.21875,-121.03125,-50.09375
Plio Eurl NT-H b52-1,A 3 a,36.059008,technetium,1684.78125,243.9375,63.78125
HIP 35638,B 3 c,39014.84267,technetium,651.90625,-118.125,-261.125
HIP 37222,3 a,1850.271643,technetium,797.75,-148.875,-183.59375
239 G. Carinae,3 f,3583.411925,technetium,1105.6875,-15.625,366.1875
Synuefe MD-Q d6-5,3 a,989.764092,technetium,760.40625,-196.09375,-470.59375
Wregoe LH-M d7-46,A 6 a,1602.434899,technetium,678.3125,144.40625,-359.8125
Graea Hypue AG-V d3-65,7 a,1165.272827,technetium,-669.9375,-338.53125,13347.84375
Synuefe JM-I c11-2,A 2 a,51.034331,technetium,969.75,-529.75,-571.1875
Pencil Sector RO-Q b5-4,B 1 a,2237.346042,technetium,797.59375,17.8125,-21.5625
Col 173 Sector BR-U d3-97,5 d,2255.80519,technetium,1131.03125,-2.5625,-384.8125
Col 173 Sector TE-Q d5-7,6 e,718.91572,technetium,1067.75,-360.625,-259.53125
IC 2602 Sector YU-Y d155,3 a,3594.743648,technetium,410.3125,21.59375,68.5
Graea Hypue NY-Q d5-111,5 d,611.593885,technetium,-898.625,-643.09375,13529.90625
Synuefe VL-B d14-20,AB 5 a,3593.457783,technetium,564.6875,-473.09375,146.21875
Graea Hypue FS-R d5-225,2 b,1004.052699,technetium,-904.4375,-273.75,13566.75
Col 132 Sector DH-L d8-10,2 a,2809.448893,technetium,1337.09375,-138.5,-373.96875
Synuefe BP-C b57-0,A 1 a,68.947404,technetium,1035.375,-664.71875,157.21875
Wregoe JR-M d7-35,1 a,953.511929,technetium,827.9375,320.15625,-386.75
Wregoe DQ-O d6-3,4 a,1676.288958,technetium,854,414.65625,-449.15625
Synuefe ZZ-F d11-11,9 a,1165.578888,technetium,1189.84375,-756.6875,-51.75
HD 88701,2 a,2616.916544,technetium,1331.125,369.25,41.75
Graea Hypue NE-P d6-120,9 a,891.172593,technetium,-1243.40625,-597.0625,13611.65625
Synuefe PF-C d14-83,2 a,2608.240972,technetium,666.9375,-123.25,149.96875
Wregoe SD-J d9-13,5 a,933.985136,technetium,945.9375,316.8125,-230.875
Prua Phoe US-B d82,A 2 a,3787.693151,technetium,-5475.875,-522.84375,10476.34375
Wregoe IW-N d6-40,AB 2 a,1132.017334,technetium,579.875,60.53125,-468.34375
Synuefe IP-Q c21-6,AB 1 a,3182.60189,technetium,845.4375,-188.3125,-135.03125
Col 132 Sector LT-Q d5-54,10 a,2651.288596,technetium,987.40625,-63.65625,-646.1875
Col 173 Sector DW-H b28-3,A 5 a,24.23316,technetium,1388.59375,218.4375,-98.96875
Graea Hypue DQ-U c4-25,5 a,3424.122645,technetium,-567.90625,-571.71875,13253.03125
Col 173 Sector TB-I b27-1,1 a,221.697797,technetium,940.125,57.40625,-116.78125
Graea Hypue AP-Y d1-7,5 a,196.969235,technetium,-182.09375,-351.21875,13237.65625
Col 132 Sector FT-W c16-18,5 a,3375.322419,technetium,1364.09375,-143.84375,-385.15625
Synuefe TC-U c19-7,2 d,588.193053,technetium,538.71875,-223.90625,-191.28125
Eorl Auwsy SY-Z d13-3303,1 a,2654.684736,technetium,4914.53125,196.6875,20649.25
Col 132 Sector JN-S d4-37,8 a,1437.947517,technetium,1151.34375,-97.21875,-704.0625
Eta Carina Sector JH-V c2-5,3 a,2895.967367,technetium,8610.96875,-138.875,2711.21875
Col 173 Sector OQ-B c14-18,6 a,1367.219551,technetium,901.875,-234.59375,-103.25
Col 132 Sector IR-W e1-5,6 e,1630.2597,technetium,1347.28125,-397.8125,-769.40625
Graea Hypue DC-T d4-84,6 a,1801.879509,technetium,-1059.375,-438,13482.59375
Col 173 Sector UP-O d6-14,3 a,235.519593,technetium,982.40625,-285.125,-137.5625
Col 173 Sector AL-X e1-17,4 c,3038.628382,technetium,1207.90625,84.15625,-385.21875
Synuefe AN-H d11-101,AB 1 d,1763.417815,technetium,432.625,-129.28125,-90.15625
Shrogaae UU-A c38,4 a,2560.61324,technetium,4920.3125,148.0625,20729.40625
Synuefe SK-M d8-19,6 a,1961.761083,technetium,466.34375,-337.5,-321.96875
Col 173 Sector KU-L c9-3,6 b,137.169173,technetium,1073.875,39.0625,-290
Eorl Auwsy SY-Z d13-3381,A 2 a,1635.28168,technetium,4972.53125,188.96875,20618.4375
Wregoe CU-R d4-30,1 b,915.321133,technetium,1118.34375,286.625,-587.34375
Col 173 Sector CX-Y c15-21,1 a,406.619727,technetium,1456.625,-99.8125,-23.1875
Graea Hypue AA-Z d50,9 a,2601.318957,technetium,-995.625,-928.1875,13126.90625
HIP 40415,6 d,2483.310272,technetium,461.5,-212.34375,188.3125
Wregoe AB-F d11-87,13 b a,2886.862046,technetium,441.21875,118.90625,-64.03125
Swoilz NC-P c8-1,3 a,1015.761617,technetium,1095.65625,-261.4375,575.21875
Eorl Auwsy SY-Z d13-2604,2 a,1797.731938,technetium,4944.1875,151.8125,20674.53125
Wregoe PH-C c13-0,5 a,559.873383,technetium,775.59375,178.3125,-504.84375
Synuefe HC-S d5-63,1 b,1205.131618,technetium,845.875,-164.28125,-565.78125
Graea Hypue ZZ-P d5-54,A 3 b,1910.504465,technetium,-717.25,-1030.34375,13521.46875
Swoilz GR-C d13,1 b,1587.252829,technetium,624.34375,-137.40625,250.1875
Praea Euq EZ-S d3-17,5 a,1466.128223,technetium,1118.0625,17.34375,543.5625
Graea Hypue FI-R d5-49,ABC 1 a,3109.158691,technetium,-1238.28125,-470.5625,13562.125
Eta Carina Sector EL-Y d19,1 c a,1105.935042,technetium,8625.34375,-159.75,2693.5625
Synuefe MY-P d6-8,A 4 a a,3656.583953,technetium,582.4375,-336.125,-451.34375
Graea Hypue ZV-U d3-301,A 4 a,668.124457,technetium,-1093.59375,-432.25,13396.59375
Puekee VO-I c9-157,BCD 5 a,76542.4008,technetium,-982.8125,31.625,13416.375
Synuefe AR-K d9-29,4 a,553.766997,technetium,803.09375,-283.90625,-264.1875
Swoilz KW-Z c2-14,AB 1 a,1463.232114,technetium,1003.625,-213.09375,337.1875
Wregoe YE-H d10-16,A 3 a,1184.729615,technetium,943.21875,286.125,-168.21875
Prua Dryoae EE-Z b4-1,AB 4 a,2571.225507,technetium,1552.03125,-454.09375,322.4375
Puekee WE-R d4-1608,2 a,2083.861905,technetium,-1108.4375,34.25,13429.3125
Synuefe KS-R d5-4,A 8 d,1346.378356,technetium,792.46875,-335.71875,-541.6875
Graea Hypue UK-V d3-442,8 a,2380.425397,technetium,-1003.125,-188.40625,13367.09375
Col 173 Sector JS-T d3-6,3 a,1240.527002,technetium,957.875,-416.4375,-378.0625
Col 140 Sector OS-U d2-32,5 a,821.418948,technetium,1167.75,-309,-494.28125
HD 71983,AB 2 a,3782.874692,technetium,1586.15625,-19.40625,-301.34375
HR 2759,3 f,1549.804,technetium,509.53125,-125.5,-155.25
HR 3230,3 a a,1689.174565,technetium,394.15625,19.25,-152.375
Wregoe DF-R d4-68,A 7 e a,1488.052647,technetium,686.5,26.3125,-663.40625
HD 72138,A 10 c a,3404.489614,technetium,992.40625,41.59375,-255.65625
Swoilz UD-Z d1-63,1 c a,1229.575589,technetium,1079.75,-145.25,415.15625
HIP 27555,4 b a,1681.795402,technetium,416.59375,-239.375,-258.15625
Graea Hypue HT-P d6-540,6 c a,2468.603829,technetium,-1221.40625,-356.03125,13615.15625
Col 173 Sector WP-W d2-68,ABC 5 i a,1195.589939,technetium,1142.59375,71.5625,-430.25
Synuefe OJ-O d7-8,4 a a,778.419413,technetium,593.84375,-230.0625,-366.1875
Graea Hypue ER-V d2-3,1 b a,2932.403591,technetium,-1122.6875,-881.53125,13296.6875
Synuefe JE-E d13-120,3 d a,921.584092,technetium,689.1875,-81.8125,81.09375
Pencil Sector MR-W b1-6,4,25.748683,technetium,829.71875,-72,-102.40625
HIP 42240,B 1 d a,14835.49978,technetium,724.46875,-49.3125,-52.46875
Prai Hypoo QC-C d56,B 5 c a,92099.00827,technetium,-9313.53125,-414.375,7910.4375
Graea Hypue FI-R d5-52,4 c a,1373.739605,technetium,-1215.25,-489.9375,13540.78125
Col 173 Sector KY-Q d5-26,6 c a,1359.781954,technetium,975.3125,-103.1875,-222.125
Graea Hypue AA-Z e24,10 b a,2736.457367,technetium,-632.5,-562.09375,13237
HIP 34209,5 b a,1327.160787,technetium,399.46875,-136.0625,-56.625
Swoilz TJ-X d2-5,B 1 a,214440.4027,technetium,721.0625,-119.15625,489
Col 173 Sector IY-J b25-0,3,39.594715,technetium,1559.78125,-124.21875,-159.28125
Synuefe BH-Q b52-2,6,37.83054,technetium,399.4375,-140.84375,58.53125
Wregoe GG-N c20-41,BC 2 a,40065.75054,technetium,833.34375,8.90625,-167.90625
Blae Eork IP-H c26-6,8 a,1743.831813,technetium,8673.03125,-236.78125,2634.65625
Synuefe AP-Q c21-21,1 c,1451.51924,technetium,511.71875,-190.4375,-120.15625
IC 2602 Sector TY-A c36,2 a,1065.601639,technetium,468.53125,-0.25,44.40625
Col 140 Sector DR-M c7-2,3 a,101.350797,technetium,1216.34375,-176.8125,-402.875
Praea Euq QS-W b1-10,AB 1 a,738.81395,technetium,656.1875,9.5625,264.75
Col 173 Sector DD-F c13-17,ABC 2 b,1470.835373,technetium,1347.5,95.65625,-131.15625
Graea Hypue MT-P c6-1,10 a,1105.229939,technetium,-1076.3125,-851.625,13329.78125
Col 173 Sector YN-N b37-5,2 a,697.087605,technetium,969.03125,-64.84375,98.8125
Eorl Auwsy RY-X c28-331,6 a,2254.963875,technetium,4936.1875,118.46875,20666.0625
Wregoe UM-F b39-2,ABC 2 a,631.272257,technetium,431.4375,152.25,-218.96875
Pencil Sector HB-N a7-3,1,12.703079,technetium,841.1875,-40.9375,-58.21875
Praea Euq XS-U d2-12,BC 5 a,465918.9822,technetium,861.625,17.15625,512.6875
Col 173 Sector YV-M d7-23,A 11 b,3848.857389,technetium,1005.46875,-271.125,-76.625
Synuefe ZJ-E b45-1,C 1,146994.1304,technetium,482.125,-140.9375,-103.5625
Synuefe UI-J c25-4,5 c,2406.447291,technetium,577.15625,-240.9375,42
Synuefe HQ-C b46-3,3 a,33.700472,technetium,564.09375,-135.34375,-81.75
Graea Hypue DS-R d5-658,2 a,835.944914,technetium,-1034,-273.34375,13549.4375
Graea Hypue EH-T d4-388,1 a,847.305356,technetium,-856.25,-373.59375,13493.90625
Skaudai XA-D d13-16,C 1,11230.79697,yttrium,-5505.46875,-558.28125,10374.28125
Graea Hypue KQ-U c4-15,A 1,14.482556,yttrium,-281.09375,-559.96875,13229.75
Plio Eurl OL-B c14-0,B 2,257.69685,yttrium,1246.8125,376.03125,-454.71875
Col 173 Sector OO-P d6-76,1,52.472115,yttrium,1297.65625,130.5,-144.875
Plio Eurl OP-V c16-1,1,10.311717,yttrium,1542.84375,264.84375,-342.875
Graea Hypue HT-P d6-624,A 3,72.832009,yttrium,-1200.8125,-379.875,13644.65625
Graea Hypue OY-P d6-66,C 1,1162.175994,yttrium,-495.78125,-275.4375,13600.71875
Graea Hypue HI-R d5-434,2,49.02125,yttrium,-1026.9375,-442.21875,13567.5625
Skaudai CH-B d14-81,1,93.822829,yttrium,-5489.8125,-570.9375,10424.09375
Col 173 Sector MI-L b24-1,B 2,115.348546,yttrium,1639.78125,-164.34375,-182.96875
Synuefe DI-H d11-33,1,79.894,yttrium,516.8125,-231.96875,-59.96875
Col 132 Sector FZ-D c13-18,1,350.275304,yttrium,1027.34375,-82.03125,-556.875
Synuefe NM-V b22-5,4,82.101376,yttrium,770.0625,-45.21875,-571.03125
Eta Carina Sector JH-V c2-6,4,65.750154,yttrium,8607,-140.28125,2714.1875
Col 173 Sector JS-Z b30-6,B 2,361.492204,yttrium,1190.84375,-82.875,-27.75
Graea Hypue JQ-X d1-70,4,92.59332,yttrium,-302.46875,-772.34375,13228.46875
Wregoe CU-R d4-31,3,116.411374,yttrium,1107.5,278.34375,-586.34375
Col 132 Sector NN-L b23-2,CD 2,1740.004837,yttrium,982.3125,-275.625,-614.75
Col 173 Sector IR-N b23-6,A 4,12.105345,yttrium,1764.28125,-96.65625,-203.34375
Col 173 Sector RS-L b23-2,B 1,758.880316,yttrium,1019.71875,-304.15625,-203.34375
Graea Hypue JN-R d5-291,9,696.0028,yttrium,-742.8125,-361.625,13546
Plio Eurl ES-B d13-50,AB 1,218.727129,yttrium,1575.53125,209,103.46875
NGC 2451A Sector JH-V c2-18,C 2,1437.291488,yttrium,752.28125,-70.53125,-248.5625
Col 173 Sector ZU-D c13-4,A 1,23.166747,yttrium,1667.09375,-153.15625,-119.53125
HIP 38338,A 1,308.95296,yttrium,939.8125,-181.40625,-122.5625
Col 173 Sector BR-U d3-51,B 5,1411.148172,yttrium,1097.3125,45.0625,-399.5625
Graea Hypue YV-T d4-823,3,287.03277,yttrium,-804.21875,-116.6875,13431.3125
Col 173 Sector SI-Z c14-7,BC 3,801.382516,yttrium,1698.375,-353.71875,-32.78125
Synuefe GU-A c16-2,4,98.043907,yttrium,500.84375,-299.5625,-346.9375
Graea Hypue ID-R d5-278,A 2,1210.32744,yttrium,-1115.53125,-539.25,13500.09375
Wregoe DW-E d11-36,A 1,22.165875,yttrium,571.34375,-9.28125,-92.1875
Flyua Dryoae GT-D b43-0,B 2,29177.01168,yttrium,1699.96875,-583.3125,-144.71875
Graea Hypue RQ-Q c7-108,B 3,1265.370433,yttrium,-969.6875,-275.9375,13340.09375
Col 135 Sector LS-T c3-9,C 2,131.413659,yttrium,918.75,-211.40625,-345.84375
Synuefe PM-I b43-10,3,27.590617,yttrium,563.34375,-68.09375,-127.40625
Synuefe XG-P c21-4,7,482.098627,yttrium,881.4375,-492.21875,-120.1875
Col 173 Sector WA-F b27-2,B 2,67.462294,yttrium,888.5,-254.6875,-122.6875
Col 173 Sector GS-J b25-4,C 1,28371.38687,yttrium,957.03125,-142,-160.53125
Wregoe LE-G c24-12,6,71.079261,yttrium,407.8125,-8.125,9.09375
Col 132 Sector YQ-B c14-3,D 1,3251,yttrium,1388.28125,-204.125,-523.875
Eorl Auwsy RY-X c28-78,C 2,7831.540657,yttrium,4947.125,130.71875,20665.75
Wregoe QX-L b49-2,C 4,96881.61178,yttrium,456.21875,125,0.875
Plio Eurl UC-P c20-4,C 1,7702.019779,yttrium,1400.25,399.59375,-178.875
Puppis Dark Region B Sector MX-U c2-5,B 2,281.962113,yttrium,1313.59375,-35.84375,-321.15625
IC 2602 Sector AV-Y c16,4,84.059145,yttrium,428.21875,-89.8125,62.25
Wregoe IV-P b47-2,B 5,285.955825,yttrium,544.28125,158.4375,-30.25
